date,usd_to_ngn_rate,ngn_to_usd_rate
2023-07-26,787.92,0.0012691643821707789
2023-07-27,774.0,0.0012919896640826874
2023-07-28,774.277,0.0012915274507702024
2023-07-31,758.896,0.0013177036115620587
2023-08-01,757.022,0.0013209655729952364
2023-08-02,774.855,0.0012905640410141252
2023-08-03,740.665,0.0013501380516157777
2023-08-04,765.949,0.0013055699530908718
2023-08-07,749.615,0.0013340181293063772
2023-08-08,761.444,0.0013132942146763256
2023-08-09,767.767,0.0013024784863116022
2023-08-10,767.767,0.0013024784863116022
2023-08-11,767.767,0.0013024784863116022
2023-08-14,764.9,0.0013073604392731077
2023-08-15,759.0,0.0013175230566534915
2023-08-16,784.392,0.0012748727676977836
2023-08-17,766.467,0.0013046876121215916
